,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT3,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,df_pay
266,10000,1,3,2,23,0,0,0,0,0,2,6974,9002,9411,1134,1298,478,847,0,175,0
267,130000,2,3,2,49,0,0,0,0,0,0,89003,72197,27500,4100,3095,1630,561,600,0,1
268,40000,2,1,2,48,0,0,0,0,0,0,34871,33634,35673,1600,1600,1500,1500,1500,1500,0
269,50000,1,2,2,27,3,2,2,0,0,0,13694,14242,2614,1700,0,426,501,2614,1390,1
270,100000,1,3,2,32,0,0,0,0,0,0,70003,20974,18126,2035,2004,616,2007,1009,2015,0
271,120000,1,1,1,34,0,2,0,0,0,0,1082,1350,0,0,1350,0,0,0,450,0
272,260000,2,1,2,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
273,200000,2,2,2,33,0,0,0,0,0,0,11253,14024,11905,2000,1322,2000,2000,1200,3000,0
274,360000,2,2,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
275,70000,2,2,2,36,0,0,0,0,0,0,68699,68376,15085,4483,12496,3268,3000,3000,2000,0
276,460000,1,1,1,40,2,0,0,0,0,0,171,-13,22535,2728,0,2654,0,22545,0,1
277,50000,2,1,2,26,0,0,0,0,0,0,1156,316,316,316,316,316,316,316,316,0
278,50000,1,3,1,33,0,0,0,0,0,0,50859,50654,19703,2007,2199,691,707,703,697,0
279,250000,2,2,1,31,0,0,0,0,0,0,103109,97109,101299,4000,4500,5000,4000,5000,4400,0
280,30000,2,1,2,27,0,0,0,0,0,0,1512,664,0,1000,664,1500,0,0,0,0
281,270000,1,2,1,44,0,0,0,0,0,0,127543,92630,43414,10063,5162,10150,44299,43509,31031,0
282,180000,2,3,2,30,0,0,0,0,0,0,163935,147032,70204,7722,6091,3563,3605,3000,3211,0
283,100000,2,1,2,28,0,0,0,0,0,0,53494,52600,56265,4173,3000,2025,5000,3000,3000,0
284,230000,2,3,1,32,0,0,0,0,0,0,195126,92195,98457,5000,5000,5000,5000,4000,5000,0
285,210000,2,1,1,46,0,0,0,0,0,0,110346,21874,586,41986,21874,20076,16171,586,19777,0
286,210000,1,1,2,38,2,0,0,0,0,0,60502,62769,46549,3276,2026,2000,2000,2000,2502,0
287,440000,2,2,1,46,0,0,0,0,0,0,180641,149944,97622,8610,6907,3727,3800,4001,2701,0
288,100000,2,2,2,25,2,0,0,0,0,0,70896,70125,51365,3472,2092,2000,2127,1960,1559,1
289,240000,2,2,1,46,0,0,0,0,0,0,8751,10605,4311,1295,1000,1000,1000,1000,1000,0
290,280000,1,1,2,33,0,0,0,0,0,0,898,325,-339603,898,325,898,325,0,345293,1
291,50000,2,2,2,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
292,30000,1,2,1,43,3,2,2,2,2,2,1700,1914,2566,1100,0,300,0,600,0,0
293,10000,1,2,2,27,0,0,2,0,0,0,7015,9560,10182,3507,0,500,370,393,700,1
294,130000,1,1,2,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0
295,200000,1,1,2,31,0,0,0,0,0,0,194353,186292,133990,9000,7465,4715,4804,5141,5300,0
296,120000,2,2,1,29,0,0,0,0,0,0,1686,2179,1820,657,2319,1423,0,1820,2496,0
297,210000,2,2,1,36,0,0,0,0,0,0,143225,144415,131629,6483,5082,6000,5900,4544,4700,0
298,280000,2,1,1,36,0,0,0,0,0,0,58983,63225,30771,2755,3463,1300,1100,1100,2000,0
299,300000,1,1,2,34,1,0,0,0,0,0,0,13001,203,0,13001,0,19595,203,0,1
300,100000,1,2,2,37,0,0,0,0,0,0,99209,67185,64513,3490,2332,2314,2365,2497,2305,0
301,440000,2,1,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,162000,0,0
302,50000,2,3,1,40,0,0,0,0,0,0,49941,12104,14458,2400,1206,1000,1000,1000,1000,0
303,20000,2,1,2,25,0,0,2,0,0,0,11968,27820,12510,2800,0,4000,1700,1000,2000,1
304,200000,2,1,2,27,0,0,0,0,0,0,871,960,7414,665,960,3908,1014,3500,2880,0
305,110000,2,2,2,26,0,0,0,0,0,0,432,5704,400,3220,5904,0,3000,0,0,0
306,500000,2,2,1,36,0,0,0,0,0,0,10483,0,0,23962,0,8500,4590,0,0,0
307,300000,2,2,1,27,1,0,0,0,0,0,0,0,0,5215,0,0,0,0,0,0
308,30000,1,3,1,55,2,2,2,3,3,4,9720,11339,14514,1200,1200,2000,1500,1500,1500,1
309,60000,2,1,2,27,0,0,0,0,0,0,20847,14366,11736,13809,14583,4889,273,13557,0,0
310,400000,2,2,1,38,0,0,0,0,0,0,3697,1354,2077,1000,1354,5322,6,2386,9085,0
311,180000,2,2,1,34,0,0,0,0,0,0,143301,147042,132845,7000,5000,5000,4900,5000,5100,0
312,20000,1,1,2,40,0,0,0,2,0,0,10934,16567,14340,3000,3100,0,3000,1500,0,0
313,200000,2,3,1,49,0,2,2,2,0,0,52439,56205,59983,0,6000,0,5000,2286,3000,1
314,100000,1,1,2,27,0,0,0,0,0,0,55734,33415,6441,1631,1286,200,645,909,200,0
315,60000,1,2,2,23,0,0,0,0,0,0,49507,34312,19346,1970,2000,618,809,2000,616,1
316,110000,2,2,2,36,0,0,0,0,0,0,47819,50330,53652,2200,2500,2000,2100,2500,2200,0
317,260000,2,3,1,53,1,0,0,0,0,0,0,526,485,165,526,452,397,485,459,0
318,50000,2,3,1,46,3,2,2,0,0,0,48522,29516,24883,3754,1,1070,1030,863,654,0
319,180000,1,2,2,29,1,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,0,0
320,110000,1,2,2,29,1,2,2,0,0,0,58362,51908,47969,2500,0,2000,2000,1854,2000,1
321,340000,2,1,2,27,0,0,0,0,0,0,172180,166281,103263,21105,5461,5000,5849,2732,50000,0
322,50000,1,2,2,24,0,0,0,0,0,0,1399,3865,8085,1070,1500,3666,2477,1306,1000,0
323,230000,2,2,1,28,0,0,0,0,0,0,26361,1100,6173,1710,1100,1000,767,6173,1000,1
324,360000,2,2,2,32,0,0,0,0,0,0,93029,91834,100738,10000,7000,10000,10000,10000,10000,0
325,210000,1,2,2,43,1,0,0,0,0,0,0,38013,37056,0,38013,3000,5000,3000,3000,0
326,220000,2,2,1,41,0,2,2,0,2,0,650,325,325,325,0,950,0,325,325,1
327,60000,2,2,1,34,2,2,2,2,2,0,24898,27233,30225,3800,0,3720,0,1300,1291,1
328,340000,1,2,1,55,0,0,0,0,0,0,50396,8300,7416,44665,8321,2190,24599,7416,77195,0
329,150000,1,1,1,40,2,2,2,2,2,2,99855,100064,109428,5200,0,8100,4000,4200,4200,0
330,200000,2,2,1,37,1,0,2,0,0,0,-179,189,16893,1000,0,6900,24000,17000,2500,1
331,130000,2,2,2,40,0,0,2,0,0,0,9559,11883,12685,3000,0,500,500,2700,500,1
332,60000,2,1,2,28,1,2,0,0,0,0,10540,11237,31857,0,1483,673,10000,11540,7000,0
333,400000,2,2,1,43,1,0,0,0,0,0,0,0,78388,0,0,0,1600,78388,0,0
334,20000,1,1,2,27,0,0,0,0,0,0,20571,19658,18868,1323,1600,830,700,674,376,0
335,190000,2,1,2,28,0,0,0,0,0,0,143464,151905,160361,5795,7408,5645,5753,6370,5865,0
336,260000,2,1,2,30,0,0,0,0,0,0,156882,159988,159108,10000,8000,6000,7000,7000,6000,0
337,140000,2,2,2,31,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0
338,50000,2,2,1,31,0,0,0,0,0,0,46512,49675,29170,1974,4406,1061,1073,1046,1047,1
339,120000,2,1,2,34,0,0,0,0,0,0,882,6313,830,6900,5037,1100,1330,3800,2037,0
340,240000,2,2,2,30,0,0,0,0,0,0,92,92,0,92,92,0,92,0,1883,0
341,50000,1,2,2,36,0,0,0,0,0,0,5916,4123,978,1212,1200,0,978,0,0,0
342,200000,2,1,2,29,0,2,0,0,0,2,2393,4847,24248,0,4872,20183,5000,0,1000,0
343,180000,1,1,1,39,0,0,0,0,0,0,274731,242063,1005,11000,145000,26000,0,101005,1898,0
344,180000,2,1,2,26,0,0,0,0,0,0,145403,130553,106517,5440,5051,3835,4106,4250,4028,0
345,160000,2,1,2,29,0,0,0,0,0,0,3097,-2697,1654,0,0,5000,5000,1500,13000,0
346,100000,2,2,2,26,0,0,0,0,0,0,1370,4159,3980,4210,4159,1000,1080,2000,1525,0
347,50000,2,2,2,29,0,0,0,0,0,0,47081,50409,41145,3000,2000,2000,2000,2000,2000,1
348,140000,2,2,2,31,0,0,0,0,0,0,138119,140254,142174,6600,6500,5100,5300,6000,5000,0
349,30000,2,2,2,26,0,0,0,0,0,0,17893,20123,19844,1411,1522,621,795,715,1000,1
350,90000,1,1,2,26,0,0,0,0,0,0,39128,1940,23101,1541,4200,0,0,23101,3000,0
351,200000,1,1,1,36,1,0,0,0,0,0,-14386,3432,1386,10118,47015,0,4000,100000,10000,0
352,380000,1,1,2,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
353,80000,2,2,2,43,0,0,0,0,0,0,77057,58501,19414,3177,2600,3000,1691,695,882,0
354,50000,1,3,1,58,2,2,2,0,0,2,15899,18122,18856,3400,0,1000,1001,634,638,0
355,180000,1,2,1,45,0,0,0,0,0,0,27679,29650,31127,1481,2000,1100,1200,1500,1500,1
356,240000,2,2,2,26,0,0,0,0,0,0,141315,124226,103360,6349,5834,3870,4000,3825,3520,0
357,380000,1,2,2,34,0,0,0,0,0,0,194314,193992,169121,9010,35000,5000,6000,5000,4400,0
358,110000,2,4,2,24,0,0,0,0,0,0,83755,79044,84462,3000,2900,2900,3000,3500,4000,0
359,260000,1,1,1,34,0,0,0,0,0,0,49657,51058,291,291,51058,35696,34039,291,291,0
360,500000,2,2,2,23,4,3,2,0,0,0,507726,499936,419643,10000,0,14000,16500,16000,19000,1
361,320000,2,2,2,30,0,0,0,0,0,0,71305,72029,74610,2589,2568,2570,2661,2781,2500,0
362,50000,1,2,2,32,4,3,2,0,0,0,45734,43562,25775,0,0,1262,1358,1275,1590,0
363,110000,1,1,1,40,1,0,0,0,0,0,0,2066,216,0,2066,0,216,216,66,1
364,230000,2,1,2,35,0,0,0,0,0,0,761,399,613,300,399,665,576,613,520,0
365,330000,2,2,1,56,1,0,0,0,0,0,-9,1488,8676,1529,1507,0,3965,8676,384,0
366,50000,2,2,1,61,0,0,0,0,0,0,47166,50476,24774,3000,2237,975,1000,2000,1039,0
367,10000,1,2,2,24,0,2,2,2,0,0,2887,2989,2132,0,1500,0,0,150,0,0
368,300000,1,1,1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,20000,2,2,1,32,3,2,0,0,0,0,20631,19703,10985,0,1168,384,390,632,616,1
370,180000,1,2,1,36,2,2,0,0,0,0,83538,0,0,0,0,0,0,0,0,1
371,160000,1,1,2,30,0,0,0,0,0,0,99,15086,21712,2977,15086,9123,13028,29712,50000,0
372,90000,2,1,2,34,0,0,0,2,2,2,34302,43449,48767,1640,9000,0,8000,0,2000,0
373,30000,1,3,3,54,0,0,0,0,0,0,22987,22352,25943,2500,2000,1500,4000,2000,0,0
374,180000,1,1,1,46,0,0,0,0,0,0,173267,175233,178719,8100,5299,3305,5040,160719,7000,0
375,30000,1,3,1,58,0,0,0,0,0,0,19143,21229,22437,1640,1700,915,800,1000,1961,0
376,30000,1,2,1,43,1,2,0,0,0,2,20518,20905,24242,0,1342,946,4200,0,1000,0
377,140000,2,1,2,28,0,0,0,0,0,0,10833,7609,3745,14000,3855,4991,3600,5500,4000,0
378,210000,1,1,2,30,0,0,0,0,0,0,69937,43308,49888,3500,3000,2000,4000,3000,10000,0
379,50000,1,2,2,31,0,0,0,0,0,0,20526,15093,12487,2000,3000,327,3000,3000,5000,1
380,130000,2,2,2,29,0,0,0,0,0,0,89055,70947,75355,4200,2575,2600,2674,2701,5750,0
381,50000,2,2,1,37,2,2,2,0,0,0,1894,3381,2415,1500,400,200,500,500,400,1
382,140000,1,3,1,36,0,0,0,0,0,0,100594,91502,88450,3000,30000,4000,4000,3400,3300,0
383,170000,2,2,2,28,0,0,0,2,0,0,2948,5646,5889,1105,1903,0,296,500,95,1
384,80000,1,2,2,25,0,0,0,0,0,0,22619,27923,0,10010,1209,579,0,0,6305,0
385,410000,2,4,1,42,0,0,0,0,0,0,338106,344464,240176,15000,14000,9000,8500,9000,8300,0
386,80000,2,1,2,29,1,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0
387,80000,1,3,1,73,0,0,0,2,2,2,63144,68875,75018,3500,4330,3500,3500,3500,5100,1
388,150000,1,2,1,43,0,0,0,0,0,0,153249,156523,157759,7900,6500,5700,5700,5700,5334,0
389,260000,1,1,1,30,0,0,0,0,0,0,1131,582,291,291,582,0,0,130291,651,1
390,350000,1,1,1,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,280000,2,2,1,39,1,0,0,0,0,0,-1312,37297,33316,38621,2000,1130,922,1011,5000,1
392,310000,1,2,1,44,0,0,0,0,0,0,103797,87720,71620,4400,4013,3011,3000,3001,2653,0
393,140000,2,2,2,29,0,0,0,0,0,0,20110,18862,21085,3000,3000,3000,3500,2000,2000,0
394,360000,1,1,1,51,0,0,0,0,0,0,38000,0,0,25000,0,0,0,0,0,0
395,140000,2,1,2,27,0,0,0,0,0,0,142428,143952,142620,10000,10000,6000,6000,6000,5600,0
396,100000,1,1,2,38,0,0,0,0,0,0,40810,42351,28947,2502,1200,860,0,579,0,0
397,50000,2,2,2,22,0,0,0,0,0,0,0,0,632,0,0,848,0,632,0,0
398,210000,2,2,1,30,0,0,0,0,0,0,104701,108423,74125,4002,5000,3500,3000,2700,5000,0
399,120000,2,2,2,25,2,2,2,2,2,2,120298,109887,117167,4007,0,8272,5000,0,4400,0
400,240000,1,1,2,29,0,0,0,0,0,0,156362,99174,184922,5233,3289,2072,3018,184922,6100,0
401,60000,2,3,3,42,0,0,0,0,0,0,41322,28097,29064,1488,1394,962,1500,2541,2000,0
402,150000,1,1,2,41,0,0,0,0,0,2,1464,384,822,2091,384,0,2344,0,472,1
403,30000,1,2,1,48,0,0,0,0,0,0,27879,27806,26179,1774,1710,1046,1079,1089,2244,0
404,160000,2,1,2,29,2,2,2,2,2,2,160432,159676,153800,7500,0,11558,5800,0,5654,1
405,200000,1,1,1,52,0,0,0,0,0,0,3858,3410,82150,2690,3487,0,0,85900,396,0
406,120000,2,2,1,25,0,0,0,0,0,0,26476,0,0,6000,0,0,0,0,0,0
407,500000,1,1,1,37,1,2,0,0,0,0,507062,430637,303510,325,15296,12137,12312,14113,10526,0
408,320000,2,1,2,27,0,0,0,0,0,0,55607,59001,66541,11404,8232,10450,9697,16477,11341,0
409,280000,1,1,2,31,0,0,0,0,0,0,168382,180650,167983,10000,8000,6371,6217,5947,6288,0
410,60000,2,1,2,23,1,2,2,2,2,2,29332,30805,32965,0,2709,1600,1400,1300,1200,1
411,200000,2,1,1,38,0,0,0,0,0,0,190,0,-150,0,0,367,150,0,0,0
412,230000,2,1,1,32,1,0,0,0,0,0,0,2809,3404,0,2809,4606,792,3404,0,0
413,230000,2,2,2,27,1,2,0,0,0,0,13668,13135,5068,0,1064,423,313,1000,4641,1
414,480000,2,3,1,41,0,0,0,0,0,0,14867,199960,22593,26734,199982,9033,19371,22593,2000,0
415,50000,2,3,1,35,0,0,0,0,0,0,22500,0,0,5000,0,0,0,0,640,0
416,200000,2,1,2,31,0,0,0,0,0,0,7184,1097,160,17507,1102,0,0,160,1103,0
417,50000,2,1,2,30,0,0,0,0,0,2,14811,17286,18990,2000,1600,1200,2000,0,1000,0
418,50000,1,2,1,48,0,0,0,0,0,0,44338,35639,19548,3629,3332,2000,2000,2000,2500,0
419,260000,2,1,2,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
420,30000,1,1,2,24,2,0,0,0,0,2,25265,27710,29371,1500,1800,1007,2500,0,1800,0
421,440000,2,1,2,29,0,0,0,0,0,0,169661,158520,151936,8071,9021,7013,6013,6028,6010,0
422,230000,2,2,2,38,0,0,0,0,0,0,10237,1350,0,2795,1350,371,2980,0,2213,0
423,200000,1,2,1,38,2,2,2,0,0,0,104978,102663,105253,4500,0,3500,3500,9000,0,1
424,490000,2,2,1,30,0,0,0,0,0,0,192586,201666,190306,10000,7143,7306,6303,6429,6000,0
425,80000,2,2,1,32,0,0,0,0,0,0,11262,0,0,0,0,0,0,0,0,0
426,20000,2,3,2,49,2,2,2,2,0,0,9551,13087,16414,3000,1500,0,3123,1500,1000,1
427,170000,2,1,2,31,0,0,0,0,0,0,199,199,199,199,199,398,0,199,398,1
428,70000,1,1,2,27,0,0,0,0,0,0,70119,66601,29795,3600,1646,600,28468,1327,1000,0
429,210000,2,2,2,33,0,0,0,0,0,0,212601,119362,66167,6000,4500,5000,3000,3000,3000,0
430,90000,2,2,2,25,0,0,0,0,0,0,91894,73241,77648,3200,3300,3000,3001,3000,3100,0
431,390000,2,1,2,27,0,0,0,0,0,0,304867,300426,281826,13007,10612,10041,11000,10512,7000,1
432,110000,2,1,2,29,0,0,0,0,0,0,48123,50422,53206,2500,2500,2000,2000,2057,2500,0
433,580000,2,1,1,36,0,0,0,0,0,0,159760,166127,167964,6422,6565,5951,6006,5894,5946,0
434,360000,1,3,1,55,0,0,0,0,0,0,9210,17231,0,6015,17454,1775,0,0,0,0
435,270000,2,2,1,32,1,2,2,2,2,2,234752,229286,221413,10000,8000,0,16000,8000,0,1
436,60000,2,1,2,27,0,0,0,0,2,0,14072,0,150,0,0,300,0,150,200,0
437,110000,1,3,1,37,0,0,0,0,0,0,61807,62162,60145,2300,2200,2300,2200,2300,2300,0
438,50000,2,1,1,25,0,0,0,0,0,0,51044,46677,20859,2500,3008,1000,761,800,704,0
439,80000,2,1,2,23,0,0,0,0,0,0,77024,57806,47110,3212,1600,956,40000,1800,1700,1
440,50000,1,2,2,23,0,0,0,0,0,0,350,400,12584,350,400,1695,11300,485,2400,0
441,100000,1,1,2,32,0,0,0,0,2,2,83831,87289,89522,4000,4037,6500,3500,0,3200,0
442,30000,2,1,2,26,1,0,0,0,0,0,0,945,2995,0,945,0,197,2995,0,0
443,200000,2,1,2,27,0,0,0,0,0,0,122923,126355,124793,5704,5930,4000,4003,10033,4400,0
444,240000,1,1,2,44,0,0,0,0,0,0,246135,234557,198857,12026,9010,7400,8000,8000,7000,1
445,220000,1,2,2,34,0,0,0,0,0,0,37304,29254,15602,1600,1500,1100,1000,600,500,0
446,160000,2,1,2,28,0,0,0,0,0,0,146433,89902,83988,4500,4400,3000,2400,2500,2500,0
447,180000,2,1,1,53,0,0,0,0,0,0,46122,29366,1599,1260,29366,54,0,1599,0,0
448,200000,1,4,1,42,0,0,0,0,0,0,38564,32253,0,5000,1485,1956,1500,0,2102,0
449,140000,2,3,1,30,0,0,0,2,0,0,96304,82227,58880,4505,12906,0,2210,2300,5200,0
450,380000,1,1,1,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
451,600000,1,1,1,53,2,2,0,0,0,0,467150,469703,434715,0,18000,16000,16000,21000,20000,1
452,260000,1,2,2,37,0,0,0,0,0,0,255691,36638,131074,14000,5022,130000,7000,6000,6000,0
453,200000,2,1,2,26,0,0,0,0,0,0,156786,1443,871,179,1443,1443,1443,871,2015,0
454,80000,1,2,2,42,0,0,0,0,0,0,78129,78553,48443,2500,51432,1800,1800,1800,1700,0
455,40000,1,2,2,39,0,0,0,0,0,0,40034,17431,5315,2027,1207,301,212,5315,4987,0
456,130000,1,3,2,39,1,2,2,2,2,2,71034,74175,75820,0,6000,0,6000,0,6000,0
457,50000,1,1,2,32,0,0,0,0,0,0,23974,25326,0,1800,1900,1300,0,0,0,0
458,230000,2,2,1,41,0,0,0,0,0,0,819,5473,9130,18163,5654,12887,6985,9130,6554,0
459,70000,1,2,1,48,0,0,0,0,0,0,50927,32017,6400,2100,1217,500,0,6400,4590,1
460,180000,2,2,1,38,0,0,0,0,0,0,152510,159019,126219,5657,10372,5000,5000,5000,5000,0
461,80000,2,2,1,36,0,0,0,0,0,0,1689,5702,7868,8638,5723,2980,1260,7868,2198,0
462,290000,2,2,2,26,0,0,0,0,0,0,20807,100000,1448,80000,3000,3015,23473,1148,4900,0
463,230000,2,1,2,28,0,0,0,0,0,0,30141,110503,96116,120093,8034,3013,4010,5882,3000,0
464,170000,2,3,3,56,1,0,0,0,0,0,0,1991,150,0,1991,0,0,150,614,0
465,230000,1,1,1,59,0,0,0,0,0,0,208459,203813,191671,7536,7277,7100,7120,6844,6945,1
466,220000,1,1,2,38,0,0,0,0,0,0,212795,212759,165300,8909,7500,9000,6729,6000,7009,1
467,230000,1,2,2,32,0,0,0,0,0,0,28114,25000,19831,1610,1224,655,627,620,500,0
468,500000,1,2,1,38,0,0,0,0,0,0,59372,49515,51481,10026,7241,50091,25000,5078,2132,0
469,90000,2,1,1,41,0,0,0,0,0,0,6160,6190,670,3276,6246,307,2870,670,1362,0
470,390000,2,3,2,35,0,0,0,0,0,0,355215,373181,263018,13802,16525,8893,9229,10000,9435,1
471,400000,2,2,2,41,0,0,0,0,0,0,366193,375948,155182,14020,13595,6243,6007,6061,6012,0
472,180000,1,2,1,34,0,0,0,0,0,0,2927,1140,1382,2790,1140,2144,1180,1382,2440,0
473,60000,1,3,1,38,1,2,2,0,0,2,29295,31018,35002,1800,1500,2000,2700,1500,0,0
474,120000,2,2,1,32,0,0,0,0,0,0,4158,0,5930,2682,0,6440,0,5930,5120,0
475,60000,2,2,2,29,0,0,0,0,0,0,27199,28937,23159,1900,1400,1000,1100,1000,420,0
476,50000,1,1,2,44,0,0,0,0,0,0,50893,29241,29638,1800,1500,1200,1203,1166,1000,0
477,70000,2,2,1,37,0,0,0,2,0,0,66759,72972,50809,2518,5950,0,1782,1985,2700,0
478,500000,2,1,1,38,0,2,0,0,0,0,600,501,450,0,501,300,600,300,600,0
479,200000,1,1,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,250000,2,2,1,40,0,0,0,0,0,2,44930,90801,919,120041,4435,0,1069,0,67619,0
481,140000,1,2,2,26,0,0,2,2,2,2,131367,140202,130271,17000,0,11400,550,5300,5400,1
482,70000,2,2,2,28,0,0,0,0,0,2,41264,37887,4162,2112,1200,758,6736,0,0,0
483,90000,1,3,1,48,1,2,2,2,2,2,77604,71334,59378,1700,4000,1600,1600,1500,4086,0
484,100000,2,2,1,43,0,0,0,0,0,0,2491,574,2562,1709,574,556,2306,2562,2111,0
485,190000,1,2,1,31,0,0,0,0,0,0,177554,172914,117465,7600,6303,4137,3502,4027,3517,0
486,230000,2,1,1,42,0,0,0,0,0,0,6865,13165,6992,15111,13165,0,10500,6992,0,0
487,320000,1,2,1,39,0,0,0,0,0,0,93768,91579,95323,3317,3506,4218,5000,6080,938,0
488,220000,2,2,1,36,0,0,0,0,0,0,396,792,396,1648,792,0,396,396,792,1
489,260000,2,1,1,34,0,0,0,0,0,0,16426,4663,2514,6277,4663,4140,4414,2646,7725,0
490,90000,2,2,2,32,0,0,0,0,0,0,573,0,0,157,0,0,0,0,0,0
491,30000,2,2,1,43,2,2,2,2,2,0,28703,24022,19633,1300,2,1608,0,900,800,0
492,260000,1,2,2,30,0,0,0,2,0,0,98560,222102,69174,4000,11900,207,2003,2003,2003,0
493,170000,2,2,2,28,0,0,0,0,0,0,28304,308,0,4000,308,0,0,0,0,0
494,80000,2,1,1,28,0,0,0,0,0,0,8574,10038,10490,1203,1047,248,408,294,276,1
495,50000,1,1,1,41,0,0,0,0,0,0,508,226,320,1000,390,1000,220,640,1000,0
496,200000,2,3,2,47,0,0,0,0,0,0,203183,194449,198717,7521,7000,7000,7128,8000,7100,0
497,20000,1,2,2,23,0,0,2,0,0,0,16440,18333,19664,7403,0,820,1025,1113,104,0
498,250000,2,1,1,49,0,0,0,0,0,0,66,0,1639,0,0,120,6,1645,0,0
499,20000,1,1,1,38,0,0,0,2,2,0,15912,20565,19933,1623,3916,750,0,800,850,0
500,30000,2,2,1,38,0,0,0,0,2,2,20344,22537,24576,2000,1500,2000,1500,0,1200,0
501,90000,2,2,1,35,1,2,2,2,2,2,23132,28067,30548,0,6000,0,4500,0,2000,0
502,230000,2,4,2,46,0,0,0,0,0,0,221590,230302,193351,10000,9000,8000,8000,7500,7000,0
503,130000,2,1,1,33,0,0,0,0,0,0,19161,22704,0,2000,3000,0,0,0,0,1
504,30000,1,4,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,160000,1,1,2,35,0,0,0,0,0,0,396,396,1220,396,396,0,793,1220,0,0
506,500000,2,2,2,43,0,0,0,0,0,0,3959,285138,200,0,285138,4989,100,200,528666,0
507,180000,2,2,2,28,0,0,0,0,0,2,42238,36696,34661,2500,2000,1128,2500,0,2000,0
508,80000,2,2,1,30,0,0,0,0,0,2,21507,13997,5515,1700,1400,200,1000,0,500,0
509,120000,1,1,2,26,0,0,0,0,0,0,884,0,0,0,0,10446,0,0,0,0
510,130000,1,2,1,31,0,0,0,0,0,2,1261,1261,390,1261,1261,1411,930,0,780,0
511,120000,2,2,2,35,0,0,0,0,0,0,240,240,240,240,240,240,240,240,240,1
512,360000,1,1,2,28,0,0,0,0,0,0,20223,3978,50537,53228,3997,1750,2853,51041,3219,0
513,50000,1,2,2,23,2,2,2,2,2,2,29509,31438,33081,2000,1500,1300,1300,1200,1500,1
514,20000,2,2,2,23,0,0,2,0,0,0,18355,19534,13246,2900,10,577,430,1017,4,0
515,100000,1,3,1,56,0,0,0,0,0,0,94265,85787,80335,2385,88678,2169,2634,3132,732,0
516,70000,1,3,1,32,0,0,0,0,0,0,68739,69188,71284,3060,3300,2610,2750,2750,5500,0
517,50000,1,2,1,47,0,0,0,0,0,0,13917,21320,19439,3000,5000,2000,618,679,500,0
518,10000,2,2,2,22,1,2,0,0,0,0,10250,10525,9984,0,2126,390,328,476,1287,0
519,290000,2,1,1,34,0,0,0,0,0,0,93844,103066,115297,6000,7000,5000,7000,7000,7000,0
520,30000,2,1,1,31,0,0,0,0,0,0,16496,18531,19818,1597,1606,819,1000,1000,1623,0
521,410000,2,2,2,27,1,0,0,0,0,0,-58,36465,61420,33049,16000,8700,18775,15000,5350,0
522,360000,1,1,2,28,0,0,0,0,0,0,1210,64644,125557,390,75720,62520,17000,132200,167000,1
523,140000,2,2,1,42,0,0,0,0,0,0,111496,69529,66735,6022,3021,5012,5112,3000,5000,1
524,210000,2,1,2,32,0,0,0,0,0,0,67374,70937,74827,3200,3200,2600,2900,2700,3000,0
525,220000,2,2,2,27,0,0,0,0,0,0,1692,433,2891,13250,433,1831,0,2891,153504,0
526,20000,1,2,2,27,1,2,0,0,0,2,18649,19040,20241,0,1594,1000,1606,0,300,0
527,620000,2,2,1,45,2,2,0,0,0,0,160837,160440,170894,0,6200,6000,6000,6500,6000,1
528,360000,1,1,2,26,1,0,0,0,0,0,-8,-8,2600,0,0,0,1685,2613,0,0
529,20000,2,2,2,21,0,0,2,2,0,0,18763,13771,0,14410,0,28,22073,0,0,0
530,50000,1,2,2,23,0,0,0,0,0,0,34549,19334,19575,2836,1200,13000,1500,9000,1000,0
531,50000,1,2,3,30,0,0,0,0,0,0,97538,17518,18302,2454,1588,780,803,673,637,0
532,10000,1,2,2,46,0,0,2,2,2,0,4073,6143,6785,2400,0,871,0,244,251,1
533,100000,2,3,1,50,2,0,0,3,3,2,53849,61574,62524,2050,7500,2500,0,2500,2500,1
534,50000,1,1,2,26,0,0,0,0,0,0,2411,2333,0,3068,2440,1807,2204,0,0,0
